group,iso,pct_cat,tool,disp,exp,n
Lab1 NEBNext,add3p,<0.1,srnabench,0.5002960712697633,0.4662877109730757,14648
Lab1 NEBNext,add3p,0.1-1,srnabench,0.5002960712697633,0.5834779737394545,14194
Lab1 NEBNext,add3p,1-5,srnabench,0.5002960712697633,0.6322033697073124,2860
Lab1 NEBNext,add3p,5-10,srnabench,0.5002960712697633,0.7559667119533491,634
Lab1 NEBNext,add3p,10-20,srnabench,0.5002960712697633,0.6263553959572666,371
Lab1 NEBNext,add3p,20-50,srnabench,0.5002960712697633,0.6263553959572666,215
Lab1 NEBNext,add3p,>50,srnabench,0.74930715346880306,1.0317285827830365,59
Lab1 NEBNext,reference,<0.1,srnabench,0.5002960712697633,0.5827263234160064,1
Lab1 NEBNext,reference,0.1-1,srnabench,0.1475383814208467,8.432876521982113,20
Lab1 NEBNext,reference,1-5,srnabench,0.202357642978087,6.773228588349121,99
Lab1 NEBNext,reference,5-10,srnabench,0.4553043389756405,3.70910011266586,79
Lab1 NEBNext,reference,10-20,srnabench,0.5443380964657375,2.8808000028992833,127
Lab1 NEBNext,reference,20-50,srnabench,0.6984154388369866,1.7031866043479489,155
Lab1 NEBNext,reference,>50,srnabench,0.9086831756588706,1.2683465449404456,87
Lab1 NEBNext,shift3p,<0.1,srnabench,0.5002960712697633,0.4662877109730757,4810
Lab1 NEBNext,shift3p,0.1-1,srnabench,0.5002960712697633,0.6322033697073124,8503
Lab1 NEBNext,shift3p,1-5,srnabench,0.5002960712697633,0.604934085466535,1682
Lab1 NEBNext,shift3p,5-10,srnabench,0.5002960712697633,1.2942837811939292,369
Lab1 NEBNext,shift3p,10-20,srnabench,0.6257921090405113,1.5884548927156739,278
Lab1 NEBNext,shift3p,20-50,srnabench,1.043177842057818,1.5991921048044238,174
Lab1 NEBNext,shift3p,>50,srnabench,1.2585287932863811,1.351168115641336,71
Lab1 NEBNext,shift5p,<0.1,srnabench,0.5002960712697633,0.5819745829286058,647
Lab1 NEBNext,shift5p,0.1-1,srnabench,0.5002960712697633,0.4662877109730757,858
Lab1 NEBNext,shift5p,1-5,srnabench,0.5002960712697633,0.7125120446108386,228
Lab1 NEBNext,shift5p,5-10,srnabench,0.5002960712697633,0.595668922564069,48
Lab1 NEBNext,shift5p,10-20,srnabench,0.5002960712697633,0.5834779737394545,54
Lab1 NEBNext,shift5p,20-50,srnabench,0.5002960712697633,0.6156447407119008,40
Lab1 NEBNext,shift5p,>50,srnabench,1.283647215307266,1.3601125193421724,28
Lab1 NEBNext,snp,<0.1,srnabench,0.5002960712697633,0.4662877109730757,1264
Lab1 NEBNext,snp,0.1-1,srnabench,0.5002960712697633,0.8297242440676401,4655
Lab1 NEBNext,snp,1-5,srnabench,0.5002960712697633,0.5241311469508407,1478
Lab1 NEBNext,snp,5-10,srnabench,0.5002960712697633,0.4405139481230201,209
Lab1 NEBNext,snp,10-20,srnabench,0.5002960712697633,0.4518639252640469,112
Lab1 NEBNext,snp,20-50,srnabench,0.5002960712697633,0.4405139481230201,71
Lab1 NEBNext,snp,>50,srnabench,0.5002960712697633,0.4632139024050737,19
Lab1 TrueSeq,add3p,0.1-1,srnabench,0.4934378675227375,5.245814892954217,330
Lab1 TrueSeq,add3p,1-5,srnabench,0.4934378675227375,5.245814892954217,1601
Lab1 TrueSeq,add3p,5-10,srnabench,0.4934378675227375,5.215978765217368,282
Lab1 TrueSeq,add3p,10-20,srnabench,0.4934378675227375,5.215978765217368,123
Lab1 TrueSeq,add3p,20-50,srnabench,0.4934378675227375,5.245814892954217,55
Lab1 TrueSeq,add3p,>50,srnabench,0.4934378675227375,5.3104472059698065,21
Lab1 TrueSeq,reference,0.1-1,srnabench,0.4934378675227375,5.3104472059698065,3
Lab1 TrueSeq,reference,1-5,srnabench,0.4956201269544228,11.07555301717406,110
Lab1 TrueSeq,reference,5-10,srnabench,0.42904186375120806,8.798689981210346,153
Lab1 TrueSeq,reference,10-20,srnabench,0.42730135117023205,7.1332717345968994,168
Lab1 TrueSeq,reference,20-50,srnabench,0.4934378675227375,5.936872436524999,95
Lab1 TrueSeq,reference,>50,srnabench,0.4934378675227375,5.501652065424794,52
Lab1 TrueSeq,shift3p,0.1-1,srnabench,0.4934378675227375,5.245814892954217,73
Lab1 TrueSeq,shift3p,1-5,srnabench,0.4934378675227375,5.36579616982473,763
